material_name_T,S_ethylene,task,time (min),total_metal_loading,particle_diameter (nm),std_dev (nm),surface_area (m^2/g),av_IP (eV),av_EA (eV),av_PE,av_bulk_int_dist (A),av_E_coh (eV/atom),av_B_0 (Gpa),av_mu_C_critical_surf (eV),av_mu_C_critical_subsurf (eV),av_E_b_C_subsurf (eV),av_E_def_subsurf (eV),av_delta_M1_M2_subsurf,av_BE_H_surf (eV),av_W_change_H (eV),av_d_band_center_surf (eV),av_BE_H_subsurf (eV)
PdAu_1_5_150,0.275484168163177,3,216.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.285710814263128,3,229.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.297927662478928,3,243.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.315090703180326,3,270.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.326798544259587,3,283.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.340458478237683,3,297.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.346439912688226,3,310.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.367135539269659,3,324.0,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.367093553381923,3,337.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_5_150,0.403569834012601,3,391.5,0.01,6,3,50,9.07783333333333,2.01783333333333,2.48333333333333,2.858,3.825,169.833333333333,-5.08333333333333,-4.91333333333333,5.18333333333333,0.27,0.09025,-2.33,-0.126666666666667,-3.07666666666667,-1.64666666666667
PdAu_1_1_100,-0.952834374975666,2,13.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95681219725482,2,27.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95681219725482,2,40.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95681219725482,2,54.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95681219725482,2,67.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95681219725482,2,81.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95681219725482,2,94.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.95359332523508,2,108.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.952704514198629,2,121.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.950666360726933,2,148.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.949545869000122,2,162.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.948296684358468,2,175.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.946597871390766,2,189.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.94384064915397,2,216.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.94092921112855,2,243.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.937176190314416,2,270.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.935885051774031,2,283.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.934634046559061,2,297.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.933118241674407,2,310.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.93097612152513,2,324.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.928783247126104,2,337.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.927728798724058,2,351.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.926507172252206,2,364.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_100,-0.924070233429025,2,391.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.977885333652656,3,13.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.977885333652656,3,27.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.977885333652656,3,40.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.977885333652656,3,54.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.969264487976532,3,108.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.966068479300178,3,121.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.963998689711717,3,135.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.96072324780342,3,148.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.956906191877952,3,162.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.952410037256405,3,175.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.943010346216354,3,202.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.938001175423783,3,216.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.93382720405787,3,229.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.929584029199539,3,243.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.925047983388765,3,256.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.919916882948479,3,270.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.914026343961179,3,283.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.905222076974374,3,310.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.902512803235119,3,324.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.898563520316537,3,337.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.894577807437634,3,351.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.889288474919206,3,364.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.885346311569058,3,378.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.882637494846189,3,391.5,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdAu_1_1_150,-0.879522293271927,3,405.0,0.01,6,3,65,8.7815,1.4355,2.37,2.816,3.855,177.5,-5.83,-6.0,6.23,0.23,0.07415,-2.55,-0.06,-2.57,-2.0
PdCu_1_9_100,-0.986620384589305,2,13.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.915619527766875,2,40.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.874353428476554,2,54.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.82895777968711,2,67.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.785264798454043,2,81.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.740633392529595,2,94.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.606522271207006,2,135.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.486347474153596,2,162.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.456878522791488,2,175.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.415295358806217,2,189.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.374016688078072,2,202.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.334053096114604,2,216.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.255241868938497,2,243.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.21399243170166,2,256.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.174669647965931,2,270.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.133486287308291,2,283.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.101753801353329,2,297.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.061947865603113,2,310.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,-0.022728713682584,2,324.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,0.017141957266818,2,337.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,0.050635516833091,2,351.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_100,0.217815540445534,2,405.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.690282961884616,3,27.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.533333966386108,3,40.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.41392835166629,3,54.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.311461428087365,3,67.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.234492109839832,3,81.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.14523109313531,3,94.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.085764423973402,3,108.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,-0.035404334654554,3,121.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.063477496912979,3,148.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.090835543936028,3,162.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.123911542767773,3,175.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.164898001026219,3,189.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.207766696403523,3,202.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.219901990626633,3,216.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.25970380256986,3,229.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.290818591746115,3,243.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.317593477057814,3,256.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.348763000861763,3,270.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.39057485344132,3,297.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.404698510845063,3,310.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.434498489780614,3,324.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.451043481144822,3,337.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.466849264824442,3,351.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.469352854479936,3,364.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.503138158590412,3,378.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.512758602281332,3,391.5,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_9_150,0.508300756195001,3,405.0,0.0125,4,3,79,7.7871,1.1686,1.93,2.5757,3.522,138.6,-5.258,-5.893,6.225,0.332,0.08906,-2.439,0.076,-2.449,-1.828
PdCu_1_5_100,-1.05044772996022,2,13.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-1.00376156988626,2,27.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.996122595506058,2,40.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.992851529182882,2,54.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.98935460925602,2,67.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.978902979701261,2,81.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.972585901879034,2,94.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.957621972463636,2,121.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.947953461401832,2,135.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.938024913132585,2,148.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.928877605854227,2,162.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.915452488440036,2,175.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.884021116558161,2,202.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
